ID,Category,Product Name,Price (IDR),Model Battery,Voltage,Capacity Label,Merk,Limited Charge Voltage,Compatible For,Image,Shopee URL
3.0,Infinix,Sumopower Battery Infinix Hot 30i / Hot 40 Pro / Note 10 Pro NFC X695 / Note 11 Pro / Note 11S / Zero 5G 2023 - BL-49LX,126000,BL-49LX,3.87 VOLT,4900 mAh,Sumopower,4.5 V,Infinix Hot 12i X665 / Hot 20s X6827,/assets/images/infinix/BL-49LX.png,https://shopee.co.id/Baterai-Sumopower-Infinix-Hot-12-X6817-Hot-12i-X665-Hot-20s-X6827-BL-49LX-Double-Power-Original-100--i.1433685724.43352419947
4.0,Infinix,Sumopower Battery Infinix Hot 30i / Hot 40i / Smart 7 / Smart 8 / Smart 8 Pro / Smart 5 / Smart 9 - BL-49NX,127000,BL-49NX,3.87 VOLT,4900 mAh,Sumopower,4.45 V,Infinix Hot 30i X669C / Hot 40i / Smart 7 X6515 / Smart 8 X6525 / Smart 8 Pro X6525B / Smart 9 X6532 / Smart 9 HD X6532C,/assets/images/infinix/BL-49NX.png,https://shopee.co.id/Baterai-Sumopower-Infinix-Hot-30i-X669C-Hot-40i-Smart-7-X6515-Smart-8-X6525-Smart-8-Pro-X6525B-Smart-9-X6532-Smart-9-BL49NX-Double-Power-Original-100--i.1433685724.41152436279
5.0,Infinix,Sumopower Battery Infinix Hot 8 / Hot 9 / Hot 9 Pro / Hot 20i / Note 7 Lite / Smart 5 / Smart 6 / Smart 6 Plus - BL-49FX,135000,BL-49FX,3.85 VOLT,4900mAh,Sumopower,4.4 V,infinix hot 8,/assets/images/infinix/BL-49FX.png,https://shopee.co.id/Baterai-Sumopower-infinix-hot-8-(x650)-hot-9-(x655)-hot-9-pro-(x655f)-Hot-20i-(X665E)-Note-7-Lite-(X656)-Smart-5-(X657)-Smart-6-(X6511)-Smart-6-Plus-(X6823)-BL-49FX-Double-Power-Original-100--i.1433685724.28886989830
6.0,Infinix,Sumopower Battery Infinix Hot 12 / Hot 12i / Hot 20s - BL-49LX,126000,BL-49LX,3.87 VOLT,4900 mAh,Sumopower,4.5 V,Infinix Hot 12i X665 / Hot 20s X6827,/assets/images/infinix/BL-49LX.png,https://shopee.co.id/Baterai-Sumopower-Infinix-Hot-12-X6817-Hot-12i-X665-Hot-20s-X6827-BL-49LX-Double-Power-Original-100--i.1433685724.43352419947
7.0,Infinix,Sumopower Battery Infinix Hot 7 Lite / Hot 11s / Hot 12 Pro / Note 7 / Note 10 / Zero X Neo - BL-49GX,127500,BL-49GX,3.85 VOLT,4900 mAh,Sumopower,4.4 V,Infinix Hot 7 Lite,/assets/images/infinix/BL-49GX.png,https://shopee.co.id/Baterai-Sumopower-Infinix-Hot-7-Lite-(X690B)-Hot-11s-NFC-(X6812B)-HOT-12-Pro-(X668C)-Note-7-(X690)-Note-10-(X693)-Zero-X-Neo-(X6810)-BL-49GX-Double-Power-Original-100--i.1433685724.41502432343
8.0,Infinix,Sumopower Battery Infinix Hot 8 Play / Hot 10s / Hot 10 Play / Hot 11 Play / Hot 12 Play / Hot 30 Play - BL-58BX,144000,BL-58BX,3.85 VOLT,5850 mAh,Sumopower,4.40 V,Infinix Hot 9 Play X680 / Hot 10s X689/ Hot 10 Play X688B / Hot 11 Play X688 / Hot 12 Play X6816 / X6816D NFC / Hot 30 Play X6835,/assets/images/infinix/BL-58BX.png,https://shopee.co.id/Baterai-Sumopower-Infinix-Hot-9-Play-X680-Hot-10s-X689-Hot-10-Play-X688B-Hot-11-Play-X688-Hot-12-Play-X6816-X6816D-NFC-Hot-30-Play-X6835-BL-58BX-Double-Power-Original-100--i.1433685724.28086989553
9.0,Infinix,Sumopower Battery Infinix S5 / S5 Lite / Smart 4 - BL-39LX,124500,BL-39LX,3.85 VOLT,3900 mAh,Sumopower,4.4 V,Infinix s5,/assets/images/infinix/BL-39LX.png,https://shopee.co.id/Baterai-Sumopower-Infinix-S5-X652-S5-Lite-X652B-Smart-4-X653-BL-39LX-Double-Power-Original-100--i.1433685724.40702432605
10.0,Infinix,Sumopower Battery Infinix Hot 10 / Hot 11 / Note 8 / Note 8i - BL-51BX,127500,BL-51BX,3.85 VOLT,5100 mAh,Sumopower,4.4 V,Infinix Hot 10,/assets/images/infinix/BL-51BX.png,https://shopee.co.id/Baterai-Sumopower-Infinix-Hot-10-X682-Hot-11-X662-Note-8-X692-Note-8I-X683-BL-51BX-Double-Power-Original-100--i.1433685724.42552442354
11.0,Infinix,Sumopower Battery Infinix Note 11 NFC / Note 12 / Note 12 G96 / Note 12 2023 / Note 12i 2022 - BL-49KX,129000,BL-49KX,3.87 VOLT,4900 mAh,Sumopower,4.45 V,Infinix Note 11 NFC X663B / Note 12 X663/Note 12 G96 X670/Note 12 2023 X676C / Note 12i 2022 X677,/assets/images/infinix/BL-49KX.png,https://shopee.co.id/Baterai-Sumopower-Infinix-Note-11-NFC-X663B-Note-12-X663-Note-12-G96-X670-Note-12-2023-X676C-Note-12i-2022-X677-BL-49KX-Double-Power-Original-100--i.1433685724.41252432368
12.0,Samsung,Samsung A10S / A20S / A21 SCUD-WT-N6,117000,SCUD-WT-N6,3.82 V - 4.40 V,3900mAh,Sumopower,4.40 V,Samsung A10S / A20S / A21,/assets/images/samsung/WT-N6.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-A10S-A20S-A21-SCUD-WT-N6-i.1433685724.40504490116?extraParams=%7B%22display_model_id%22%3A253519092200%2C%22model_selection_logic%22%3A3%7D
13.0,Samsung,Samsung C140 / X200 / E250 / C3303 AB463436BU,33000,AB463436BU,,800 mAh,Sumopower,,Samsung C140 / X200 / E250 / C3303,/assets/images/samsung/AB463446BU.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-C140-X200-E250-C3303-AB463436BU-i.1433685724.41304363995?extraParams=%7B%22display_model_id%22%3A285369849105%2C%22model_selection_logic%22%3A3%7D
14.0,Samsung,Samsung Galaxy J1 / J100 BJ100CBE,67500,BJ100CBE,3.85 V - 4.4 V,2050 mAh,Sumopower,4.4 V,Samsung Galaxy J1 / J100,/assets/images/samsung/J120.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-Galaxy-J1-J100-BJ100CBE-i.1433685724.43254501995?extraParams=%7B%22display_model_id%22%3A300380885492%2C%22model_selection_logic%22%3A3%7D
15.0,Samsung,Samsung A01 QL1695,97500,QL1695,3.85 V - 4.4 V,2920mAh,Sumopower,4.4 V,Samsung A01,/assets/images/samsung/QL1695.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-A01-QL1695-i.1433685724.42804289183?extraParams=%7B%22display_model_id%22%3A280363830171%2C%22model_selection_logic%22%3A3%7D
15.0,Samsung,Samsung A01 QL1695,97500,QL1695,3.85 V - 4.4 V,2920mAh,Sumopower,4.4 V,Samsung A01,/assets/images/samsung/QL1695.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-A01-QL1695-i.1433685724.42804289183?extraParams=%7B%22display_model_id%22%3A280363830171%2C%22model_selection_logic%22%3A3%7D
16.0,Samsung,Samsung A14 / A04E / A22 5G WT-S-W1,121500,WT-S-W1,3.85 V - 4.4 V,4900mAh,Sumopower,4.4 V,Samsung A14 / A04E / A22 5G,/assets/images/samsung/WT-S-W1.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-A14-A04E-A22-5G-WT-S-W1-i.1433685724.42004500094?extraParams=%7B%22display_model_id%22%3A177206380449%2C%22model_selection_logic%22%3A3%7D
17.0,Samsung,Samsung M11 / M115 / M115F HQ-S71,135000,HQ-S71,3.85 V - 4.4 V,4900mAh,Sumopower,4.4 V,Samsung M11 / M115 / M115F,/assets/images/samsung/M11 HQ-S71.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-M11-M115-M115F-HQ-S71-i.1433685724.29387569838?extraParams=%7B%22display_model_id%22%3A300381181332%2C%22model_selection_logic%22%3A3%7D
19.0,Samsung,Samsung M10 / A10 2019 / A7 2018 A750 EB-BA750ABU,114000,EB-BA750ABU,3.85 V - 4.4 V,3300mAh,Sumopower,4.4 V,Samsung M10 / A10 2019 / A7 2018 A750,/assets/images/samsung/BA750ABU.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-M10-A10-2019-A7-2018-A750-EB-BA750ABU-i.1433685724.44304484531?extraParams=%7B%22display_model_id%22%3A300380017302%2C%22model_selection_logic%22%3A3%7D
20.0,Samsung,Samsung J7 Pro J730 / J7 2017 EB-BJ730ABE,105000,EB-BJ730ABE,3.85 V - 4.4 V,3600 mAh,Sumopower,4.4 V,Samsung J7 Pro J730 / J7 2017,/assets/images/samsung/J7 2017.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-J7-Pro-J730-J7-2017-EB-BJ730ABE-i.1433685724.40304502674?extraParams=%7B%22display_model_id%22%3A258519436043%2C%22model_selection_logic%22%3A3%7D
20.0,Samsung,Samsung J7 Pro J730 / J7 2017 EB-BJ730ABE,105000,EB-BJ730ABE,3.85 V - 4.4 V,3600 mAh,Sumopower,4.4 V,Samsung J7 Pro J730 / J7 2017,/assets/images/samsung/J7 2017.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-J7-Pro-J730-J7-2017-EB-BJ730ABE-i.1433685724.40304502674?extraParams=%7B%22display_model_id%22%3A258519436043%2C%22model_selection_logic%22%3A3%7D
23.0,Samsung,Samsung A05 WT-S-N28,123000,WT-S-N28,3.85 V - 4.4 V,4900mAh,Sumopower,4.4 V,Samsung A05,/assets/images/samsung/WT-S-N28.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-A05-WT-S-N28-i.1433685724.42354474775?extraParams=%7B%22display_model_id%22%3A260380577292%2C%22model_selection_logic%22%3A3%7D
24.0,Samsung,Samsung A315F A31 2020 / A22 4G / A32 4G EB-BA315ABY,120000,EB-BA315ABY,3.86 V - 4.43 V,4860mAh,Sumopower,4.43 V,Samsung A315F A31 2020 / A22 4G / A32 4G,/assets/images/samsung/BA315ABY.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-A315F-A31-2020-A22-4G-A32-4G-EB-BA315ABY-i.1433685724.43154490873?extraParams=%7B%22display_model_id%22%3A188556818689%2C%22model_selection_logic%22%3A3%7D
25.0,Samsung,Samsung Galaxy V / V Plus / S7272 G313,51000,EB-BG313BBE,,1500 mAh,Sumopower,,Samsung Galaxy V / V Plus / S7272,/assets/images/samsung/G313.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-Galaxy-V-V-Plus-S7272-G313-i.1433685724.43304501495?extraParams=%7B%22display_model_id%22%3A89195396039%2C%22model_selection_logic%22%3A3%7D
25.0,Samsung,Samsung Galaxy V / V Plus / S7272 G313,51000,EB-BG313BBE,,1500 mAh,Sumopower,,Samsung Galaxy V / V Plus / S7272,/assets/images/samsung/G313.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-Galaxy-V-V-Plus-S7272-G313-i.1433685724.43304501495?extraParams=%7B%22display_model_id%22%3A89195396039%2C%22model_selection_logic%22%3A3%7D
26.0,Samsung,Samsung A11 HQ-70N,117000,HQ-70N,3.82 V - 4.4 V,3900mAh,Sumopower,4.4 V,Samsung A11,/assets/images/samsung/HQ-70N.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-A11-HQ-70N-i.1433685724.41654490317?extraParams=%7B%22display_model_id%22%3A300380109817%2C%22model_selection_logic%22%3A3%7D
27.0,Samsung,Samsung A20 / A30 / A50 / A30S / A50S EB-BA505ABU,120000,EB-BA505ABU,3.85 V - 4.40 V,3900mAh,Sumopower,4.40 V,Samsung A20 / A30 / A50 / A30S / A50S,/assets/images/samsung/EB-BA505ABU.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-A20-A30-A50-A30S-A50S-EB-BA505ABU-i.1433685724.40504490451?extraParams=%7B%22display_model_id%22%3A270380237099%2C%22model_selection_logic%22%3A3%7D
28.0,Samsung,Samsung M21 / M20S / M30S / M31 EB-BM207ABY,126000,EB-BM207ABY,3.85 V - 4.4 V,5830mAh,Sumopower,4.4 V,Samsung M21 / M20S / M30S / M31,/assets/images/samsung/BM207ABY.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-M21-M20S-M30S-M31-EB-BM207ABY-i.1433685724.44004352430?extraParams=%7B%22display_model_id%22%3A270369393972%2C%22model_selection_logic%22%3A3%7D
28.0,Samsung,Samsung M21 / M20S / M30S / M31 EB-BM207ABY,126000,EB-BM207ABY,3.85 V - 4.4 V,5830mAh,Sumopower,4.4 V,Samsung M21 / M20S / M30S / M31,/assets/images/samsung/BM207ABY.png,https://shopee.co.id/SumoPower-Battery-Baterai-Batre-Samsung-M21-M20S-M30S-M31-EB-BM207ABY-i.1433685724.44004352430?extraParams=%7B%22display_model_id%22%3A270369393972%2C%22model_selection_logic%22%3A3%7D
49.0,Vivo,Baterai Sumopower Vivo Y16 2022 B-W1,124500,B-W1,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y16 2022,/assets/images/vivo/B-W1.png,https://shopee.co.id/Sumopower-Vivo-Y16-2022-Battery-5000mAh-100--i.1433685724.42404803027
50.0,Vivo,Baterai Sumopower Vivo BK-B-65,87000,BK-B-65,3.8 V,1900 mAh,Sumopower,,Vivo BK-B-65,/assets/images/vivo/BK-B-65.png,https://shopee.co.id/Baterai-Sumopower-Vivo-BK-B-65-Batre-Double-Power-Original-100--i.1433685724.29937609224
51.0,Vivo,Baterai Sumopower Vivo V7 B-D5,97500,B-E8,3.85 V - 4.4 V,2900mAh,Sumopower,4.4 V,Vivo V7,/assets/images/vivo/B-D5.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V7-B-D5-Batre-Double-Power-Original-100--i.1433685724.41304517794
52.0,Vivo,Baterai Sumopower Vivo Y21 / Y21A / Y21S / Y33S B-S2,135000,B-S2,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y21 / Y21A / Y21S / Y33S,/assets/images/vivo/B-S2.png,https://shopee.co.id/Sumopower-Vivo-Y21-Y21A-Y21S-Y33S-Battery-5000mAh-Sumopower-Vivo-Battery-5000mAh-Double-Power-i.1433685724.42504633423
53.0,Vivo,Baterai Sumopower Vivo Y21 2020 / Y21S / Y21A / Y21T B-S3,132000,B-S3,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y21 2020 / Y21S / Y21A / Y21T,/assets/images/vivo/B-S3.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y21-2020-Y21S-Y21A-Y21T-B-S3-Batre-Double-Power-Original-100--i.1433685724.27437619029
54.0,Vivo,Baterai Sumopower Vivo Y53 1606 B-C1,102000,B-C1,3.85 V - 4.4 V,2500mAh,Sumopower,4.4 V,Vivo Y53 1606,/assets/images/vivo/B-C1.png,https://shopee.co.id/Sumopower-Vivo-Y53-Battery-100-Original-1606-i.1433685724.27437586466
55.0,Vivo,Baterai Sumopower Vivo Y21 2020 / Y21S / Y21A / Y21T / Y33S B-S1,135000,B-S1,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y21 2020 / Y21S / Y21A / Y21T / Y33S,/assets/images/vivo/B-S1.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y21-2020-Y21S-Y21A-Y21T-Y33S-B-S1-Batre-Double-Power-Original-100--i.1433685724.40554638460
56.0,Vivo,Baterai Sumopower Vivo Y31 / Y31S / Y51 2020 / Y51A / Y52s / Y53s / Y72 5G B-O8,117000,B-O8,3.85 V - 4.4 V,4920mAh,Sumopower,4.4 V,Vivo Y31/Y31S/Y51 2020/Y51A/Y52s/Y53s/Y72 5G,/assets/images/vivo/B-O8.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y31-Y31S-Y51-2020-Y51A-Y52s-Y53s-Y72-5G-B-O8-Batre-Double-Power-Original-100--i.1433685724.42404637887
57.0,Vivo,Baterai Sumopower Vivo Y01 / Y15S / Y16 B-S7,132000,B-S7,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y01 / Y15S / Y16,/assets/images/vivo/B-S7.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y01-Y15S-Y16-B-S7-Batre-Double-Power-Original-100--i.1433685724.41704797126
58.0,Vivo,Baterai Sumopower Vivo V21 B-P9,120000,B-P9,3.89 V - 4.48 V,3905mAh,Sumopower,4.48 V,Vivo V21,/assets/images/vivo/B-P9.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V21-B-P9-Batre-Double-Power-Original-100--i.1433685724.43004637984
59.0,Vivo,Baterai Sumopower Vivo Y31 / Y31S / Y51 2020 / Y51A / Y52s / Y53s / Y72 5G B-O5,135000,B-O8,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y31/Y31S/Y51 2020/Y51A/Y52s/Y53s/Y72 5G,/assets/images/vivo/B-O5.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y31-Y31S-Y51-2020-Y51A-Y52s-Y53s-Y72-5G-B-O8-Batre-Double-Power-Original-100--i.1433685724.41554642758
60.0,Vivo,Baterai Sumopower Vivo Y15S / Y01 B-S8,132000,B-S8,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y15S / Y01,/assets/images/vivo/B-S8.png,https://shopee.co.id/Sumopower-Vivo-Y15S-Y01-Battery-5000mAh-100--i.1433685724.40354792909
61.0,Vivo,Baterai Sumopower Vivo V23E B-R5,123000,B-R5,3.89 V - 4.48 V,3970mAh,Sumopower,4.48 V,Vivo V23E,/assets/images/vivo/B-R5.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V23E-B-R5-Batre-Double-Power-Original-100--i.1433685724.40804638246
62.0,Vivo,Baterai Sumopower Vivo Y83 / Y81 B-E5,105000,B-E5,3.85 V - 4.4 V,3810mAh,Sumopower,4.4 V,Vivo Y83 / Y81,/assets/images/vivo/B-E5.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y83-Y81-B-E5-Batre-Double-Power-Original-100--i.1433685724.41954527224
63.0,Vivo,Baterai Sumopower Vivo Y69 1714 B-C8,115500,B-E8,3.85 V - 4.4 V,2830mAh,Sumopower,4.4 V,Vivo Y69 1714,/assets/images/vivo/B-C8.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y69-1714-B-E8-Batre-Double-Power-Original-100--i.1433685724.29487600821
64.0,Vivo,Baterai Sumopower Vivo Y19 2019 B-H9,127500,B-H9,3.85 V - 4.4 V,4920mAh,Sumopower,4.4 V,Vivo Y19 2019,/assets/images/vivo/BH-9.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y19-2019-B-H9-Batre-Double-Power-Original-100--i.1433685724.28837579831
65.0,Vivo,Baterai Sumopower Vivo S1 B-G5,112500,B-G5,3.85 V - 4.4 V,3920mAh,Sumopower,4.4 V,Vivo S1,/assets/images/vivo/B-G5.png,https://shopee.co.id/Baterai-Sumopower-Vivo-S1-B-G5-Batre-Double-Power-Original-100--i.1433685724.40104504460
66.0,Vivo,Baterai Sumopower Vivo V20 SE B-O6,120000,B-O6,3.87 V - 4.45 V,4020mAh,Sumopower,4.45 V,Vivo V20 SE,/assets/images/vivo/B-O6.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V20-SE-B-O6-Batre-Double-Power-Original-100--i.1433685724.41354638025
67.0,Vivo,Baterai Sumopower Vivo V25 5G B-V7,120000,B-V7,3.89 V - 4.48 V,4390mAh,Sumopower,4.48 V,Vivo V25 5G,/assets/images/vivo/B-V7.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V25-5G-B-V7-Batre-Double-Power-Original-100--i.1433685724.40904807589
68.0,Vivo,Baterai Sumopower Vivo V11 Pro 1804 B-F0,111000,B-F0,3.85 V - 4.4 V,3330mAh,Sumopower,4.4 V,Vivo V11 Pro 1804,/assets/images/vivo/B-F0.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V11-Pro-1804-B-F0-Batre-Double-Power-Original-100--i.1433685724.43504499720
69.0,Vivo,Baterai Sumopower Vivo V15 Pro B-G0,112500,B-G0,3.85 V - 4.4 V,3920 mAh,Sumopower,4.4 V,Vivo V15 Pro,/assets/images/vivo/B-G0.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V15-Pro-B-G0-Batre-Double-Power-Original-100--i.1433685724.40054534259
70.0,Vivo,Baterai Sumopower Vivo V17 1919 / V19 B-K6,123000,B-K6,3.87 V - 4.45 V,4930mAh,Sumopower,4.45 V,Vivo V17 1919 / V19,/assets/images/vivo/B-K6.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V17-1919-V19-B-K6-Batre-Double-Power-Original-100--i.1433685724.41204642284
71.0,Vivo,Baterai Sumopower Vivo V11 1806 / V11i / Y97 B-E8,108000,B-E8,3.85 V - 4.4 V,3315 mAh,Sumopower,4.4 V,Vivo V11 1806 / V11i / Y97,/assets/images/vivo/B-E8.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V11-1806-V11i-Y97-B-E8-Batre-Double-Power-Original-100--i.1433685724.42504515104
72.0,Vivo,Baterai Sumopower Vivo Y91 / Y93 1814 / Y95 / Y91C 1820 / Y1S B-F3,120000,B-F3,3.85 V - 4.4 V,3935mAh,Sumopower,4.4 V,Vivo Y91 / Y93 1814 / Y95 / Y91C 1820 / Y1S,/assets/images/vivo/B-F3.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y91-Y93-1814-Y95-Y91C-1820-Y1S-B-F3-Batre-Double-Power-Original-100--i.1433685724.44454499870
73.0,Vivo,Baterai Sumopower Vivo Y22 2022 B-W3,124500,B-W3,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y22 2022,/assets/images/vivo/B-W3.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y22-2022-B-W3-Batre-Double-Power-Original-100--i.1433685724.43054808252
74.0,Vivo,Baterai Sumopower Vivo Y55 / Y55S 1610 / Y55L B-B1,105000,B-B1,3.85 V - 4.4 V,2650mAh,Sumopower,4.4 V,Vivo Y55 / Y55S 1610 / Y55L,/assets/images/vivo/B-B1.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y55-Y55S-1610-Y55L-B-B1-Batre-Double-Power-Original-100--i.1433685724.28637586491
75.0,Vivo,Baterai Sumopower Vivo S1 Pro B-K3,123000,B-K3,3.87 V - 4.45 V,4390mAh,Sumopower,4.45 V,Vivo S1 Pro,/assets/images/vivo/B-K3.png,https://shopee.co.id/Baterai-Sumopower-Vivo-S1-Pro-B-K3-Batre-Double-Power-Original-100--i.1433685724.41404637357
76.0,Vivo,Baterai Sumopower Vivo Z1 Pro 1918 / Y17 4G 1902 / Y12 1904 / Y12i / Y11 / Y15 4G 1901 B-G7,120000,B-G7,3.85 V - 4.4 V,4880mAh,Sumopower,4.4 V,Vivo Z1 Pro 1918 / Y17 4G 1902 / Y12 1904 / Y12i / Y11 / Y15 4G 1901,/assets/images/vivo/B-G7.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Z1-Pro-1918-Y17-4G-1902-Y12-1904-Y12i-Y11-Y15-4G-1901-B-G7-Batre-Double-Power-Original-100--i.1433685724.40604524018
77.0,Vivo,Baterai Sumopower Vivo Y31 2020 / Y51 2020 / Y51A / Y53S 5G B-Q8,127500,B-Q8,3.87 V - 4.45 V,4880mAh,Sumopower,4.45 V,Vivo Y31 2020 / Y51 2020 / Y51A / Y53S 5G,/assets/images/vivo/B-Q8.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y31-2020-Y51-2020-Y51A-Y53S-5G-B-Q8-Batre-Doube-Power-Original-100--i.1433685724.44004642902
78.0,Vivo,Baterai Sumopower Vivo V17 Pro B-H1,112500,B-H1,3.87 V - 4.45 V,4040mAh,Sumopower,4.45 V,Vivo V17 Pro,/assets/images/vivo/BH-1.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V17-Pro-B-H1-Batre-Double-Power-Original-100--i.1433685724.43954499020
79.0,Vivo,Baterai Sumopower Vivo V15 Pro B-G1,108000,B-G1,3.85 V - 4.4 V,3620mAh,Sumopower,4.4 V,Vivo V15 Pro,/assets/images/vivo/B-G1.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V15-Pro-B-G1-Batre-Double-Power-Original-100--i.1433685724.42204514460
80.0,Vivo,Baterai Sumopower Vivo Y21T / Y33S 4G / Y33T B-T7,127500,B-T7,3.87 V - 4.45 V,4910mAh,Sumopower,4.45 V,Vivo Y21T / Y33T,/assets/images/vivo/B-T7.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y21T-Y33S-4G-Y33T-B-T7-Batre-Double-Power-Original-100--i.1433685724.41154797931
81.0,Vivo,Baterai Sumopower Vivo V15 1819 B-G2,112500,B-G2,3.85 V - 4.4 V,3900mAh,Sumopower,4.4 V,Vivo V15 1819,/assets/images/vivo/B-G2.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V15-1819-B-G2-Batre-Double-Power-Original-100--i.1433685724.42254494938
82.0,Vivo,Baterai Sumopower Vivo V20 / V20 Pro / S7 B-N8,114000,B-N8,3.87 V - 4.45 V,3920 mAh,Sumopower,4.45 V,Vivo V20 / V20 Pro / S7,/assets/images/vivo/B-N8.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V20-V20-Pro-S7-B-N8-Batre-Double-Power-Original-100--i.1433685724.43304642336
83.0,Vivo,Baterai Sumopower Vivo V5 1601 / V5S 1612 / V5 Lite 1609 / Y65 1719 / Y66 / Y67 B-B2,106500,B-B2,3.85 V - 4.4 V,2930mAh,Sumopower,4.4 V,Vivo V5 1601/V5S 1612/V5 Lite 1609/Y65 1719/Y66/Y67,/assets/images/vivo/B-B2.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V5-1601-V5S-1612-V5-Lite-1609-Y65-1719-Y66-Y67-B-B2-Batre-Double-Power-Original-100--i.1433685724.42104523065
84.0,Vivo,Baterai Sumopower Vivo Y30 / Y30I / Y50 1935 B-M3,120000,B-M3,3.87 V - 4.45 V,4880mAh,Sumopower,4.45 V,Vivo Y30 / Y30I / Y50 1935,/assets/images/vivo/B-M3.png,https://shopee.co.id/Baterai-Sumopower-Vivo-Y30-Y30I-Y50-1935-B-M3-Batre-Double-Power-Original-100--i.1433685724.43904647013
85.0,Vivo,Baterai Sumopower Vivo V9 1723 / V9 Pro / V9 Youth 1727 / Y85 B-D9,105000,B-D9,3.85 V - 4.4 V,3810mAh,Sumopower,4.4 V,Vivo V9 1723 / V9 Pro / V9 Youth 1727 / Y85,/assets/images/vivo/B-D9.png,https://shopee.co.id/Baterai-Sumopower-Vivo-V9-1723-V9-Pro-V9-Youth-1727-Y85-B-D9-Batre-Double-Power-Original-100--i.1433685724.42404508977
86.0,Oppo,Baterai Sumopower Reno 4 4G BLP791,138750,BLP791,3.87 V - 4.45 V,3920 mAh,Sumopower,4.45 V,Reno 4 4G,/assets/images/oppo/BLP791.png,https://shopee.co.id/Baterai-Sumopower-Reno-4-4G-BLP791-Batre-Double-Power-Original-100--i.1433685724.27737524192
87.0,Oppo,Baterai Sumopower BLP915 A17 / A17K,127500,BLP915,3.87 V - 4.45 V,4890mAh,Sumopower,4.45 V,A17 / A17K,/assets/images/oppo/BLP915.png,https://shopee.co.id/Baterai-Sumopower-BLP915-A17-A17K-Batre-Double-Power-Original-100--i.1433685724.42854288043
88.0,Oppo,Baterai Sumopower Reno 2 BLP735,127500,BLP735,3.87 V - 4.45 V,3915mAh,Sumopower,4.45 V,Reno 2,/assets/images/oppo/BLP735.png,https://shopee.co.id/Baterai-Sumopower-Reno-2-BLP735-Batre-Double-Power-Original-100--i.1433685724.41654252338
